city,precinct,office,district,party,candidate,votes
Shawnee,45 Peck,Governor,,L,Keen Umbehr,3
Shawnee,46 East Peck,Governor,,L,Keen Umbehr,6
Shawnee,47 Kiowa,Governor,,L,Keen Umbehr,16
Shawnee,48 Cheyenne,Governor,,L,Keen Umbehr,19
Shawnee,49 Ponca,Governor,,L,Keen Umbehr,3
Shawnee,52 Deer Creek,Governor,,L,Keen Umbehr,1
Shawnee,53 Pauline,Governor,,L,Keen Umbehr,8
Shawnee,54 West Potter,Governor,,L,Keen Umbehr,1
Shawnee,55 Central Pauline,Governor,,L,Keen Umbehr,8
Shawnee,56 NW Monmouth,Governor,,L,Keen Umbehr,15
Shawnee,57 NE Monmouth,Governor,,L,Keen Umbehr,10
Shawnee,58 S Monmouth,Governor,,L,Keen Umbehr,21
Shawnee,62 Forbes,Governor,,L,Keen Umbehr,2
Shawnee,63 Montara,Governor,,L,Keen Umbehr,13
Shawnee,64 Cullen,Governor,,L,Keen Umbehr,22
Shawnee,65 Wakarusa,Governor,,L,Keen Umbehr,25
Shawnee,66 Kingston,Governor,,L,Keen Umbehr,7
Shawnee,72 City of Auburn,Governor,,L,Keen Umbehr,25
Shawnee,73 Meadowlark,Governor,,L,Keen Umbehr,22
Shawnee,74 Buffalo,Governor,,L,Keen Umbehr,24
Shawnee,80 Gaillardia,Governor,,L,Keen Umbehr,8
Shawnee,81 Dover,Governor,,L,Keen Umbehr,15
Shawnee,82 Willard,Governor,,L,Keen Umbehr,14
Shawnee,84 Yucca,Governor,,L,Keen Umbehr,4
Shawnee,85 Aldersgate,Governor,,L,Keen Umbehr,5
Shawnee,86 Sunflower,Governor,,L,Keen Umbehr,16
Shawnee,87 Washburn,Governor,,L,Keen Umbehr,10
Shawnee,89 North Mission,Governor,,L,Keen Umbehr,3
Shawnee,90 South Mission,Governor,,L,Keen Umbehr,17
Shawnee,91 Central Mission,Governor,,L,Keen Umbehr,17
Shawnee,92 Sherwood,Governor,,L,Keen Umbehr,7
Shawnee,93 South Sherwood,Governor,,L,Keen Umbehr,5
Shawnee,94 Indian Hills,Governor,,L,Keen Umbehr,11
Shawnee,95 York,Governor,,L,Keen Umbehr,10
Shawnee,96 Vaquero,Governor,,L,Keen Umbehr,18
Shawnee,97 York Outer,Governor,,L,Keen Umbehr,2
Shawnee,99 Verbena,Governor,,L,Keen Umbehr,4
Shawnee,1 East Rossville,Secretary,,R,Kris Kobach,267
Shawnee,2 West Rossville,Secretary,,R,Kris Kobach,212
Shawnee,9 East Silver Lake,Secretary,,R,Kris Kobach,270
Shawnee,10 West Silver Lake,Secretary,,R,Kris Kobach,210
Shawnee,12 Grove,Secretary,,R,Kris Kobach,195
Shawnee,14 Kiro,Secretary,,R,Kris Kobach,296
Shawnee,15 Messhoss Creek,Secretary,,R,Kris Kobach,175
Shawnee,22 Little Muddy Creek,Secretary,,R,Kris Kobach,182
Shawnee,24 Sac,Secretary,,R,Kris Kobach,287
Shawnee,25 Sherman,Secretary,,R,Kris Kobach,257
Shawnee,26 Iroquois,Secretary,,R,Kris Kobach,243
Shawnee,28 West Wichita,Secretary,,R,Kris Kobach,218
Shawnee,29 Indianola,Secretary,,R,Kris Kobach,252
Shawnee,30 Apache,Secretary,,R,Kris Kobach,249
Shawnee,31 East Wichita,Secretary,,R,Kris Kobach,371
Shawnee,32 Fox,Secretary,,R,Kris Kobach,288
Shawnee,33 Elmont,Secretary,,R,Kris Kobach,356
Shawnee,34 Kilmer,Secretary,,R,Kris Kobach,79
Shawnee,35 Rochester,Secretary,,R,Kris Kobach,245
Shawnee,36 East Soldier,Secretary,,R,Kris Kobach,250
Shawnee,37 Whitfield,Secretary,,R,Kris Kobach,208
Shawnee,38 Sioux,Secretary,,R,Kris Kobach,231
Shawnee,39 Pottawatomie,Secretary,,R,Kris Kobach,267
Shawnee,40 Stinson Creek,Secretary,,R,Kris Kobach,84
Shawnee,41 North Tecumseh,Secretary,,R,Kris Kobach,195
Shawnee,42 South Tecumseh,Secretary,,R,Kris Kobach,191
Shawnee,43 Pawnee,Secretary,,R,Kris Kobach,317
Shawnee,44 Kaw,Secretary,,R,Kris Kobach,242
Shawnee,45 Peck,Secretary,,R,Kris Kobach,149
Shawnee,46 East Peck,Secretary,,R,Kris Kobach,163
Shawnee,47 Kiowa,Secretary,,R,Kris Kobach,322
Shawnee,48 Cheyenne,Secretary,,R,Kris Kobach,224
Shawnee,49 Ponca,Secretary,,R,Kris Kobach,150
Shawnee,52 Deer Creek,Secretary,,R,Kris Kobach,10
Shawnee,53 Pauline,Secretary,,R,Kris Kobach,92
Shawnee,54 West Potter,Secretary,,R,Kris Kobach,39
Shawnee,55 Central Pauline,Secretary,,R,Kris Kobach,47
Shawnee,56 NW Monmouth,Secretary,,R,Kris Kobach,369
Shawnee,57 NE Monmouth,Secretary,,R,Kris Kobach,254
Shawnee,58 S Monmouth,Secretary,,R,Kris Kobach,346
Shawnee,62 Forbes,Secretary,,R,Kris Kobach,28
Shawnee,63 Montara,Secretary,,R,Kris Kobach,101
Shawnee,64 Cullen,Secretary,,R,Kris Kobach,137
Shawnee,65 Wakarusa,Secretary,,R,Kris Kobach,288
Shawnee,66 Kingston,Secretary,,R,Kris Kobach,80
Shawnee,72 City of Auburn,Secretary,,R,Kris Kobach,239
Shawnee,73 Meadowlark,Secretary,,R,Kris Kobach,382
Shawnee,74 Buffalo,Secretary,,R,Kris Kobach,256
Shawnee,80 Gaillardia,Secretary,,R,Kris Kobach,258
Shawnee,81 Dover,Secretary,,R,Kris Kobach,200
Shawnee,82 Willard,Secretary,,R,Kris Kobach,222
Shawnee,84 Yucca,Secretary,,R,Kris Kobach,67
Shawnee,85 Aldersgate,Secretary,,R,Kris Kobach,112
Shawnee,86 Sunflower,Secretary,,R,Kris Kobach,426
Shawnee,87 Washburn,Secretary,,R,Kris Kobach,216
Shawnee,89 North Mission,Secretary,,R,Kris Kobach,80
Shawnee,90 South Mission,Secretary,,R,Kris Kobach,204
Shawnee,91 Central Mission,Secretary,,R,Kris Kobach,332
Shawnee,92 Sherwood,Secretary,,R,Kris Kobach,214
Shawnee,93 South Sherwood,Secretary,,R,Kris Kobach,181
Shawnee,94 Indian Hills,Secretary,,R,Kris Kobach,230
Shawnee,95 York,Secretary,,R,Kris Kobach,257
Shawnee,96 Vaquero,Secretary,,R,Kris Kobach,192
Shawnee,97 York Outer,Secretary,,R,Kris Kobach,34
Shawnee,99 Verbena,Secretary,,R,Kris Kobach,48
Shawnee,1 East Rossville,Secretary,,D,Jean Schodorf,142
Shawnee,2 West Rossville,Secretary,,D,Jean Schodorf,99
Shawnee,9 East Silver Lake,Secretary,,D,Jean Schodorf,228
Shawnee,10 West Silver Lake,Secretary,,D,Jean Schodorf,143
Shawnee,12 Grove,Secretary,,D,Jean Schodorf,96
Shawnee,14 Kiro,Secretary,,D,Jean Schodorf,166
Shawnee,15 Messhoss Creek,Secretary,,D,Jean Schodorf,94
Shawnee,22 Little Muddy Creek,Secretary,,D,Jean Schodorf,105
Shawnee,24 Sac,Secretary,,D,Jean Schodorf,193
Shawnee,25 Sherman,Secretary,,D,Jean Schodorf,156
Shawnee,26 Iroquois,Secretary,,D,Jean Schodorf,169
Shawnee,28 West Wichita,Secretary,,D,Jean Schodorf,163
Shawnee,29 Indianola,Secretary,,D,Jean Schodorf,204
Shawnee,30 Apache,Secretary,,D,Jean Schodorf,156
Shawnee,31 East Wichita,Secretary,,D,Jean Schodorf,248
Shawnee,32 Fox,Secretary,,D,Jean Schodorf,164
Shawnee,33 Elmont,Secretary,,D,Jean Schodorf,230
Shawnee,34 Kilmer,Secretary,,D,Jean Schodorf,45
Shawnee,35 Rochester,Secretary,,D,Jean Schodorf,171
Shawnee,36 East Soldier,Secretary,,D,Jean Schodorf,214
Shawnee,37 Whitfield,Secretary,,D,Jean Schodorf,133
Shawnee,38 Sioux,Secretary,,D,Jean Schodorf,142
Shawnee,39 Pottawatomie,Secretary,,D,Jean Schodorf,193
Shawnee,40 Stinson Creek,Secretary,,D,Jean Schodorf,69
Shawnee,41 North Tecumseh,Secretary,,D,Jean Schodorf,162
Shawnee,42 South Tecumseh,Secretary,,D,Jean Schodorf,183
Shawnee,43 Pawnee,Secretary,,D,Jean Schodorf,194
Shawnee,44 Kaw,Secretary,,D,Jean Schodorf,188
Shawnee,45 Peck,Secretary,,D,Jean Schodorf,141
Shawnee,46 East Peck,Secretary,,D,Jean Schodorf,113
Shawnee,47 Kiowa,Secretary,,D,Jean Schodorf,281
Shawnee,48 Cheyenne,Secretary,,D,Jean Schodorf,201
Shawnee,49 Ponca,Secretary,,D,Jean Schodorf,129
Shawnee,52 Deer Creek,Secretary,,D,Jean Schodorf,9
Shawnee,53 Pauline,Secretary,,D,Jean Schodorf,82
Shawnee,54 West Potter,Secretary,,D,Jean Schodorf,22
Shawnee,55 Central Pauline,Secretary,,D,Jean Schodorf,22
Shawnee,56 NW Monmouth,Secretary,,D,Jean Schodorf,202
Shawnee,57 NE Monmouth,Secretary,,D,Jean Schodorf,201
Shawnee,58 S Monmouth,Secretary,,D,Jean Schodorf,233
Shawnee,62 Forbes,Secretary,,D,Jean Schodorf,20
Shawnee,63 Montara,Secretary,,D,Jean Schodorf,106
Shawnee,64 Cullen,Secretary,,D,Jean Schodorf,136
Shawnee,65 Wakarusa,Secretary,,D,Jean Schodorf,148
Shawnee,66 Kingston,Secretary,,D,Jean Schodorf,34
Shawnee,72 City of Auburn,Secretary,,D,Jean Schodorf,145
Shawnee,73 Meadowlark,Secretary,,D,Jean Schodorf,187
Shawnee,74 Buffalo,Secretary,,D,Jean Schodorf,131
Shawnee,80 Gaillardia,Secretary,,D,Jean Schodorf,154
Shawnee,81 Dover,Secretary,,D,Jean Schodorf,123
Shawnee,82 Willard,Secretary,,D,Jean Schodorf,119
Shawnee,84 Yucca,Secretary,,D,Jean Schodorf,43
Shawnee,85 Aldersgate,Secretary,,D,Jean Schodorf,94
Shawnee,86 Sunflower,Secretary,,D,Jean Schodorf,245
Shawnee,87 Washburn,Secretary,,D,Jean Schodorf,130
Shawnee,89 North Mission,Secretary,,D,Jean Schodorf,39
Shawnee,90 South Mission,Secretary,,D,Jean Schodorf,118
Shawnee,91 Central Mission,Secretary,,D,Jean Schodorf,194
Shawnee,92 Sherwood,Secretary,,D,Jean Schodorf,155
Shawnee,93 South Sherwood,Secretary,,D,Jean Schodorf,114
Shawnee,94 Indian Hills,Secretary,,D,Jean Schodorf,153
Shawnee,95 York,Secretary,,D,Jean Schodorf,176
Shawnee,96 Vaquero,Secretary,,D,Jean Schodorf,132
Shawnee,97 York Outer,Secretary,,D,Jean Schodorf,18
Shawnee,99 Verbena,Secretary,,D,Jean Schodorf,28
Shawnee,1 East Rossville,Attorney,,R,Derek Schmidt,293
Shawnee,2 West Rossville,Attorney,,R,Derek Schmidt,223
Shawnee,9 East Silver Lake,Attorney,,R,Derek Schmidt,307
Shawnee,10 West Silver Lake,Attorney,,R,Derek Schmidt,225
Shawnee,12 Grove,Attorney,,R,Derek Schmidt,225
Shawnee,14 Kiro,Attorney,,R,Derek Schmidt,326
Shawnee,15 Messhoss Creek,Attorney,,R,Derek Schmidt,185
Shawnee,22 Little Muddy Creek,Attorney,,R,Derek Schmidt,209
Shawnee,24 Sac,Attorney,,R,Derek Schmidt,306
Shawnee,25 Sherman,Attorney,,R,Derek Schmidt,278
Shawnee,26 Iroquois,Attorney,,R,Derek Schmidt,276
Shawnee,28 West Wichita,Attorney,,R,Derek Schmidt,228
Shawnee,29 Indianola,Attorney,,R,Derek Schmidt,314
Shawnee,30 Apache,Attorney,,R,Derek Schmidt,279
Shawnee,31 East Wichita,Attorney,,R,Derek Schmidt,412
Shawnee,32 Fox,Attorney,,R,Derek Schmidt,299
Shawnee,33 Elmont,Attorney,,R,Derek Schmidt,393
Shawnee,34 Kilmer,Attorney,,R,Derek Schmidt,88
Shawnee,35 Rochester,Attorney,,R,Derek Schmidt,275
Shawnee,36 East Soldier,Attorney,,R,Derek Schmidt,295
Shawnee,37 Whitfield,Attorney,,R,Derek Schmidt,211
Shawnee,38 Sioux,Attorney,,R,Derek Schmidt,247
Shawnee,39 Pottawatomie,Attorney,,R,Derek Schmidt,296
Shawnee,40 Stinson Creek,Attorney,,R,Derek Schmidt,91
Shawnee,41 North Tecumseh,Attorney,,R,Derek Schmidt,218
Shawnee,42 South Tecumseh,Attorney,,R,Derek Schmidt,220
Shawnee,43 Pawnee,Attorney,,R,Derek Schmidt,345
Shawnee,44 Kaw,Attorney,,R,Derek Schmidt,266
Shawnee,45 Peck,Attorney,,R,Derek Schmidt,180
Shawnee,46 East Peck,Attorney,,R,Derek Schmidt,185
Shawnee,47 Kiowa,Attorney,,R,Derek Schmidt,368
Shawnee,48 Cheyenne,Attorney,,R,Derek Schmidt,270
Shawnee,49 Ponca,Attorney,,R,Derek Schmidt,189
Shawnee,52 Deer Creek,Attorney,,R,Derek Schmidt,14
Shawnee,53 Pauline,Attorney,,R,Derek Schmidt,106
Shawnee,54 West Potter,Attorney,,R,Derek Schmidt,45
Shawnee,55 Central Pauline,Attorney,,R,Derek Schmidt,42
Shawnee,56 NW Monmouth,Attorney,,R,Derek Schmidt,405
Shawnee,57 NE Monmouth,Attorney,,R,Derek Schmidt,303
Shawnee,58 S Monmouth,Attorney,,R,Derek Schmidt,380
Shawnee,62 Forbes,Attorney,,R,Derek Schmidt,29
Shawnee,63 Montara,Attorney,,R,Derek Schmidt,115
Shawnee,64 Cullen,Attorney,,R,Derek Schmidt,149
Shawnee,65 Wakarusa,Attorney,,R,Derek Schmidt,300
Shawnee,66 Kingston,Attorney,,R,Derek Schmidt,84
Shawnee,72 City of Auburn,Attorney,,R,Derek Schmidt,261
Shawnee,73 Meadowlark,Attorney,,R,Derek Schmidt,409
Shawnee,74 Buffalo,Attorney,,R,Derek Schmidt,283
Shawnee,80 Gaillardia,Attorney,,R,Derek Schmidt,292
Shawnee,81 Dover,Attorney,,R,Derek Schmidt,226
Shawnee,82 Willard,Attorney,,R,Derek Schmidt,252
Shawnee,84 Yucca,Attorney,,R,Derek Schmidt,81
Shawnee,85 Aldersgate,Attorney,,R,Derek Schmidt,124
Shawnee,86 Sunflower,Attorney,,R,Derek Schmidt,477
Shawnee,87 Washburn,Attorney,,R,Derek Schmidt,234
Shawnee,89 North Mission,Attorney,,R,Derek Schmidt,85
Shawnee,90 South Mission,Attorney,,R,Derek Schmidt,219
Shawnee,91 Central Mission,Attorney,,R,Derek Schmidt,357
Shawnee,92 Sherwood,Attorney,,R,Derek Schmidt,235
Shawnee,93 South Sherwood,Attorney,,R,Derek Schmidt,195
Shawnee,94 Indian Hills,Attorney,,R,Derek Schmidt,257
Shawnee,95 York,Attorney,,R,Derek Schmidt,295
Shawnee,96 Vaquero,Attorney,,R,Derek Schmidt,195
Shawnee,97 York Outer,Attorney,,R,Derek Schmidt,38
Shawnee,99 Verbena,Attorney,,R,Derek Schmidt,53
Shawnee,1 East Rossville,Attorney,,D,A J Kotich,110
Shawnee,2 West Rossville,Attorney,,D,A J Kotich,81
Shawnee,9 East Silver Lake,Attorney,,D,A J Kotich,186
Shawnee,10 West Silver Lake,Attorney,,D,A J Kotich,120
Shawnee,12 Grove,Attorney,,D,A J Kotich,63
Shawnee,14 Kiro,Attorney,,D,A J Kotich,133
Shawnee,15 Messhoss Creek,Attorney,,D,A J Kotich,84
Shawnee,22 Little Muddy Creek,Attorney,,D,A J Kotich,78
Shawnee,24 Sac,Attorney,,D,A J Kotich,170
Shawnee,25 Sherman,Attorney,,D,A J Kotich,135
Shawnee,26 Iroquois,Attorney,,D,A J Kotich,134
Shawnee,28 West Wichita,Attorney,,D,A J Kotich,146
Shawnee,29 Indianola,Attorney,,D,A J Kotich,141
Shawnee,30 Apache,Attorney,,D,A J Kotich,120
Shawnee,31 East Wichita,Attorney,,D,A J Kotich,194
Shawnee,32 Fox,Attorney,,D,A J Kotich,147
Shawnee,33 Elmont,Attorney,,D,A J Kotich,183
Shawnee,34 Kilmer,Attorney,,D,A J Kotich,36
Shawnee,35 Rochester,Attorney,,D,A J Kotich,136
Shawnee,36 East Soldier,Attorney,,D,A J Kotich,163
Shawnee,37 Whitfield,Attorney,,D,A J Kotich,125
Shawnee,38 Sioux,Attorney,,D,A J Kotich,124
Shawnee,39 Pottawatomie,Attorney,,D,A J Kotich,158
Shawnee,40 Stinson Creek,Attorney,,D,A J Kotich,64
Shawnee,41 North Tecumseh,Attorney,,D,A J Kotich,133
Shawnee,42 South Tecumseh,Attorney,,D,A J Kotich,148
Shawnee,43 Pawnee,Attorney,,D,A J Kotich,164
Shawnee,44 Kaw,Attorney,,D,A J Kotich,157
Shawnee,45 Peck,Attorney,,D,A J Kotich,106
Shawnee,46 East Peck,Attorney,,D,A J Kotich,88
Shawnee,47 Kiowa,Attorney,,D,A J Kotich,225
Shawnee,48 Cheyenne,Attorney,,D,A J Kotich,154
Shawnee,49 Ponca,Attorney,,D,A J Kotich,92
Shawnee,52 Deer Creek,Attorney,,D,A J Kotich,5
Shawnee,53 Pauline,Attorney,,D,A J Kotich,70
Shawnee,54 West Potter,Attorney,,D,A J Kotich,16
Shawnee,55 Central Pauline,Attorney,,D,A J Kotich,23
Shawnee,56 NW Monmouth,Attorney,,D,A J Kotich,164
Shawnee,57 NE Monmouth,Attorney,,D,A J Kotich,146
Shawnee,58 S Monmouth,Attorney,,D,A J Kotich,195
Shawnee,62 Forbes,Attorney,,D,A J Kotich,19
Shawnee,63 Montara,Attorney,,D,A J Kotich,91
Shawnee,64 Cullen,Attorney,,D,A J Kotich,121
Shawnee,65 Wakarusa,Attorney,,D,A J Kotich,136
Shawnee,66 Kingston,Attorney,,D,A J Kotich,29
Shawnee,72 City of Auburn,Attorney,,D,A J Kotich,117
Shawnee,73 Meadowlark,Attorney,,D,A J Kotich,159
Shawnee,74 Buffalo,Attorney,,D,A J Kotich,98
Shawnee,80 Gaillardia,Attorney,,D,A J Kotich,119
Shawnee,81 Dover,Attorney,,D,A J Kotich,85
Shawnee,82 Willard,Attorney,,D,A J Kotich,81
Shawnee,84 Yucca,Attorney,,D,A J Kotich,28
Shawnee,85 Aldersgate,Attorney,,D,A J Kotich,81
Shawnee,86 Sunflower,Attorney,,D,A J Kotich,181
Shawnee,87 Washburn,Attorney,,D,A J Kotich,106
Shawnee,89 North Mission,Attorney,,D,A J Kotich,33
Shawnee,90 South Mission,Attorney,,D,A J Kotich,100
Shawnee,91 Central Mission,Attorney,,D,A J Kotich,166
Shawnee,92 Sherwood,Attorney,,D,A J Kotich,132
Shawnee,93 South Sherwood,Attorney,,D,A J Kotich,101
Shawnee,94 Indian Hills,Attorney,,D,A J Kotich,122
Shawnee,95 York,Attorney,,D,A J Kotich,129
Shawnee,96 Vaquero,Attorney,,D,A J Kotich,126
Shawnee,97 York Outer,Attorney,,D,A J Kotich,14
Shawnee,99 Verbena,Attorney,,D,A J Kotich,22
Shawnee,1 East Rossville,Treasurer,,R,Ron Estes,267
Shawnee,2 West Rossville,Treasurer,,R,Ron Estes,218
Shawnee,9 East Silver Lake,Treasurer,,R,Ron Estes,289
Shawnee,10 West Silver Lake,Treasurer,,R,Ron Estes,201
Shawnee,12 Grove,Treasurer,,R,Ron Estes,209
Shawnee,14 Kiro,Treasurer,,R,Ron Estes,314
Shawnee,15 Messhoss Creek,Treasurer,,R,Ron Estes,172
Shawnee,22 Little Muddy Creek,Treasurer,,R,Ron Estes,198
Shawnee,24 Sac,Treasurer,,R,Ron Estes,299
Shawnee,25 Sherman,Treasurer,,R,Ron Estes,257
Shawnee,26 Iroquois,Treasurer,,R,Ron Estes,259
Shawnee,28 West Wichita,Treasurer,,R,Ron Estes,231
Shawnee,29 Indianola,Treasurer,,R,Ron Estes,291
Shawnee,30 Apache,Treasurer,,R,Ron Estes,272
Shawnee,31 East Wichita,Treasurer,,R,Ron Estes,417
Shawnee,32 Fox,Treasurer,,R,Ron Estes,293
Shawnee,33 Elmont,Treasurer,,R,Ron Estes,374
Shawnee,34 Kilmer,Treasurer,,R,Ron Estes,86
Shawnee,35 Rochester,Treasurer,,R,Ron Estes,262
Shawnee,36 East Soldier,Treasurer,,R,Ron Estes,266
Shawnee,37 Whitfield,Treasurer,,R,Ron Estes,202
Shawnee,38 Sioux,Treasurer,,R,Ron Estes,224
Shawnee,39 Pottawatomie,Treasurer,,R,Ron Estes,267
Shawnee,40 Stinson Creek,Treasurer,,R,Ron Estes,88
Shawnee,41 North Tecumseh,Treasurer,,R,Ron Estes,214
Shawnee,42 South Tecumseh,Treasurer,,R,Ron Estes,213
Shawnee,43 Pawnee,Treasurer,,R,Ron Estes,326
Shawnee,44 Kaw,Treasurer,,R,Ron Estes,252
Shawnee,45 Peck,Treasurer,,R,Ron Estes,172
Shawnee,46 East Peck,Treasurer,,R,Ron Estes,168
Shawnee,47 Kiowa,Treasurer,,R,Ron Estes,351
Shawnee,48 Cheyenne,Treasurer,,R,Ron Estes,243
Shawnee,49 Ponca,Treasurer,,R,Ron Estes,172
Shawnee,52 Deer Creek,Treasurer,,R,Ron Estes,12
Shawnee,53 Pauline,Treasurer,,R,Ron Estes,92
Shawnee,54 West Potter,Treasurer,,R,Ron Estes,45
Shawnee,55 Central Pauline,Treasurer,,R,Ron Estes,44
Shawnee,56 NW Monmouth,Treasurer,,R,Ron Estes,388
Shawnee,57 NE Monmouth,Treasurer,,R,Ron Estes,291
Shawnee,58 S Monmouth,Treasurer,,R,Ron Estes,361
Shawnee,62 Forbes,Treasurer,,R,Ron Estes,29
Shawnee,63 Montara,Treasurer,,R,Ron Estes,101
Shawnee,64 Cullen,Treasurer,,R,Ron Estes,144
Shawnee,65 Wakarusa,Treasurer,,R,Ron Estes,293
Shawnee,66 Kingston,Treasurer,,R,Ron Estes,77
Shawnee,72 City of Auburn,Treasurer,,R,Ron Estes,242
Shawnee,73 Meadowlark,Treasurer,,R,Ron Estes,383
Shawnee,74 Buffalo,Treasurer,,R,Ron Estes,270
Shawnee,80 Gaillardia,Treasurer,,R,Ron Estes,290
Shawnee,81 Dover,Treasurer,,R,Ron Estes,213
Shawnee,82 Willard,Treasurer,,R,Ron Estes,233
Shawnee,84 Yucca,Treasurer,,R,Ron Estes,72
Shawnee,85 Aldersgate,Treasurer,,R,Ron Estes,113
Shawnee,86 Sunflower,Treasurer,,R,Ron Estes,462
Shawnee,87 Washburn,Treasurer,,R,Ron Estes,227
Shawnee,89 North Mission,Treasurer,,R,Ron Estes,85
Shawnee,90 South Mission,Treasurer,,R,Ron Estes,213
Shawnee,91 Central Mission,Treasurer,,R,Ron Estes,359
Shawnee,92 Sherwood,Treasurer,,R,Ron Estes,238
Shawnee,93 South Sherwood,Treasurer,,R,Ron Estes,211
Shawnee,94 Indian Hills,Treasurer,,R,Ron Estes,235
Shawnee,95 York,Treasurer,,R,Ron Estes,279
Shawnee,96 Vaquero,Treasurer,,R,Ron Estes,186
Shawnee,97 York Outer,Treasurer,,R,Ron Estes,34
Shawnee,99 Verbena,Treasurer,,R,Ron Estes,50
Shawnee,1 East Rossville,Treasurer,,D,Carmen Alldritt,133
Shawnee,2 West Rossville,Treasurer,,D,Carmen Alldritt,86
Shawnee,9 East Silver Lake,Treasurer,,D,Carmen Alldritt,201
Shawnee,10 West Silver Lake,Treasurer,,D,Carmen Alldritt,143
Shawnee,12 Grove,Treasurer,,D,Carmen Alldritt,79
Shawnee,14 Kiro,Treasurer,,D,Carmen Alldritt,140
Shawnee,15 Messhoss Creek,Treasurer,,D,Carmen Alldritt,92
Shawnee,22 Little Muddy Creek,Treasurer,,D,Carmen Alldritt,87
Shawnee,24 Sac,Treasurer,,D,Carmen Alldritt,175
Shawnee,25 Sherman,Treasurer,,D,Carmen Alldritt,147
Shawnee,26 Iroquois,Treasurer,,D,Carmen Alldritt,147
Shawnee,28 West Wichita,Treasurer,,D,Carmen Alldritt,142
Shawnee,29 Indianola,Treasurer,,D,Carmen Alldritt,161
Shawnee,30 Apache,Treasurer,,D,Carmen Alldritt,129
Shawnee,31 East Wichita,Treasurer,,D,Carmen Alldritt,188
Shawnee,32 Fox,Treasurer,,D,Carmen Alldritt,152
Shawnee,33 Elmont,Treasurer,,D,Carmen Alldritt,201
Shawnee,34 Kilmer,Treasurer,,D,Carmen Alldritt,33
Shawnee,35 Rochester,Treasurer,,D,Carmen Alldritt,144
Shawnee,36 East Soldier,Treasurer,,D,Carmen Alldritt,191
Shawnee,37 Whitfield,Treasurer,,D,Carmen Alldritt,127
Shawnee,38 Sioux,Treasurer,,D,Carmen Alldritt,141
Shawnee,39 Pottawatomie,Treasurer,,D,Carmen Alldritt,184
Shawnee,40 Stinson Creek,Treasurer,,D,Carmen Alldritt,63
Shawnee,41 North Tecumseh,Treasurer,,D,Carmen Alldritt,139
Shawnee,42 South Tecumseh,Treasurer,,D,Carmen Alldritt,151
Shawnee,43 Pawnee,Treasurer,,D,Carmen Alldritt,172
Shawnee,44 Kaw,Treasurer,,D,Carmen Alldritt,171
Shawnee,45 Peck,Treasurer,,D,Carmen Alldritt,112
Shawnee,46 East Peck,Treasurer,,D,Carmen Alldritt,99
Shawnee,47 Kiowa,Treasurer,,D,Carmen Alldritt,243
Shawnee,48 Cheyenne,Treasurer,,D,Carmen Alldritt,172
Shawnee,49 Ponca,Treasurer,,D,Carmen Alldritt,108
Shawnee,52 Deer Creek,Treasurer,,D,Carmen Alldritt,7
Shawnee,53 Pauline,Treasurer,,D,Carmen Alldritt,80
Shawnee,54 West Potter,Treasurer,,D,Carmen Alldritt,15
Shawnee,55 Central Pauline,Treasurer,,D,Carmen Alldritt,23
Shawnee,56 NW Monmouth,Treasurer,,D,Carmen Alldritt,178
Shawnee,57 NE Monmouth,Treasurer,,D,Carmen Alldritt,153
Shawnee,58 S Monmouth,Treasurer,,D,Carmen Alldritt,203
Shawnee,62 Forbes,Treasurer,,D,Carmen Alldritt,19
Shawnee,63 Montara,Treasurer,,D,Carmen Alldritt,102
Shawnee,64 Cullen,Treasurer,,D,Carmen Alldritt,126
Shawnee,65 Wakarusa,Treasurer,,D,Carmen Alldritt,138
Shawnee,66 Kingston,Treasurer,,D,Carmen Alldritt,34
Shawnee,72 City of Auburn,Treasurer,,D,Carmen Alldritt,139
Shawnee,73 Meadowlark,Treasurer,,D,Carmen Alldritt,177
Shawnee,74 Buffalo,Treasurer,,D,Carmen Alldritt,105
Shawnee,80 Gaillardia,Treasurer,,D,Carmen Alldritt,121
Shawnee,81 Dover,Treasurer,,D,Carmen Alldritt,100
Shawnee,82 Willard,Treasurer,,D,Carmen Alldritt,99
Shawnee,84 Yucca,Treasurer,,D,Carmen Alldritt,35
Shawnee,85 Aldersgate,Treasurer,,D,Carmen Alldritt,90
Shawnee,86 Sunflower,Treasurer,,D,Carmen Alldritt,190
Shawnee,87 Washburn,Treasurer,,D,Carmen Alldritt,112
Shawnee,89 North Mission,Treasurer,,D,Carmen Alldritt,32
Shawnee,90 South Mission,Treasurer,,D,Carmen Alldritt,102
Shawnee,91 Central Mission,Treasurer,,D,Carmen Alldritt,166
Shawnee,92 Sherwood,Treasurer,,D,Carmen Alldritt,128
Shawnee,93 South Sherwood,Treasurer,,D,Carmen Alldritt,79
Shawnee,94 Indian Hills,Treasurer,,D,Carmen Alldritt,139
Shawnee,95 York,Treasurer,,D,Carmen Alldritt,145
Shawnee,96 Vaquero,Treasurer,,D,Carmen Alldritt,131
Shawnee,97 York Outer,Treasurer,,D,Carmen Alldritt,17
Shawnee,99 Verbena,Treasurer,,D,Carmen Alldritt,23
Shawnee,1 East Rossville,Insurance,,R,Ken Selzer,235
Shawnee,2 West Rossville,Insurance,,R,Ken Selzer,205
Shawnee,9 East Silver Lake,Insurance,,R,Ken Selzer,248
