city,precinct,office,district,party,candidate,votes
Shawnee,22 Little Muddy Creek,U S Senate,,L,Randall Batson,9
Shawnee,24 Sac,U S Senate,,L,Randall Batson,14
Shawnee,25 Sherman,U S Senate,,L,Randall Batson,14
Shawnee,26 Iroquois,U S Senate,,L,Randall Batson,14
Shawnee,28 West Wichita,U S Senate,,L,Randall Batson,15
Shawnee,29 Indianola,U S Senate,,L,Randall Batson,12
Shawnee,30 Apache,U S Senate,,L,Randall Batson,12
Shawnee,31 East Wichita,U S Senate,,L,Randall Batson,23
Shawnee,32 Fox,U S Senate,,L,Randall Batson,24
Shawnee,33 Elmont,U S Senate,,L,Randall Batson,22
Shawnee,34 Kilmer,U S Senate,,L,Randall Batson,6
Shawnee,35 Rochester,U S Senate,,L,Randall Batson,16
Shawnee,36 East Soldier,U S Senate,,L,Randall Batson,8
Shawnee,37 Whitfield,U S Senate,,L,Randall Batson,18
Shawnee,38 Sioux,U S Senate,,L,Randall Batson,18
Shawnee,39 Pottawatomie,U S Senate,,L,Randall Batson,14
Shawnee,40 Stinson Creek,U S Senate,,L,Randall Batson,1
Shawnee,41 North Tecumseh,U S Senate,,L,Randall Batson,17
Shawnee,42 South Tecumseh,U S Senate,,L,Randall Batson,10
Shawnee,43 Pawnee,U S Senate,,L,Randall Batson,13
Shawnee,44 Kaw,U S Senate,,L,Randall Batson,8
Shawnee,45 Peck,U S Senate,,L,Randall Batson,6
Shawnee,46 East Peck,U S Senate,,L,Randall Batson,6
Shawnee,47 Kiowa,U S Senate,,L,Randall Batson,19
Shawnee,48 Cheyenne,U S Senate,,L,Randall Batson,19
Shawnee,49 Ponca,U S Senate,,L,Randall Batson,5
Shawnee,52 Deer Creek,U S Senate,,L,Randall Batson,1
Shawnee,53 Pauline,U S Senate,,L,Randall Batson,8
Shawnee,54 West Potter,U S Senate,,L,Randall Batson,2
Shawnee,55 Central Pauline,U S Senate,,L,Randall Batson,7
Shawnee,56 NW Monmouth,U S Senate,,L,Randall Batson,12
Shawnee,57 NE Monmouth,U S Senate,,L,Randall Batson,13
Shawnee,58 S Monmouth,U S Senate,,L,Randall Batson,21
Shawnee,62 Forbes,U S Senate,,L,Randall Batson,1
Shawnee,63 Montara,U S Senate,,L,Randall Batson,21
Shawnee,64 Cullen,U S Senate,,L,Randall Batson,16
Shawnee,65 Wakarusa,U S Senate,,L,Randall Batson,17
Shawnee,66 Kingston,U S Senate,,L,Randall Batson,3
Shawnee,72 City of Auburn,U S Senate,,L,Randall Batson,18
Shawnee,73 Meadowlark,U S Senate,,L,Randall Batson,19
Shawnee,74 Buffalo,U S Senate,,L,Randall Batson,9
Shawnee,80 Gaillardia,U S Senate,,L,Randall Batson,9
Shawnee,81 Dover,U S Senate,,L,Randall Batson,10
Shawnee,82 Willard,U S Senate,,L,Randall Batson,8
Shawnee,84 Yucca,U S Senate,,L,Randall Batson,2
Shawnee,85 Aldersgate,U S Senate,,L,Randall Batson,3
Shawnee,86 Sunflower,U S Senate,,L,Randall Batson,12
Shawnee,87 Washburn,U S Senate,,L,Randall Batson,9
Shawnee,89 North Mission,U S Senate,,L,Randall Batson,2
Shawnee,90 South Mission,U S Senate,,L,Randall Batson,14
Shawnee,91 Central Mission,U S Senate,,L,Randall Batson,13
Shawnee,92 Sherwood,U S Senate,,L,Randall Batson,10
Shawnee,93 South Sherwood,U S Senate,,L,Randall Batson,4
Shawnee,94 Indian Hills,U S Senate,,L,Randall Batson,11
Shawnee,95 York,U S Senate,,L,Randall Batson,8
Shawnee,96 Vaquero,U S Senate,,L,Randall Batson,13
Shawnee,97 York Outer,U S Senate,,L,Randall Batson,3
Shawnee,99 Verbena,U S Senate,,L,Randall Batson,6
Shawnee,1 East Rossville,Congress 2,CD2,R,Lynn Jenkins,261
Shawnee,2 West Rossville,Congress 2,CD2,R,Lynn Jenkins,205
Shawnee,9 East Silver Lake,Congress 2,CD2,R,Lynn Jenkins,275
Shawnee,10 West Silver Lake,Congress 2,CD2,R,Lynn Jenkins,196
Shawnee,12 Grove,Congress 2,CD2,R,Lynn Jenkins,202
Shawnee,14 Kiro,Congress 2,CD2,R,Lynn Jenkins,290
Shawnee,15 Messhoss Creek,Congress 2,CD2,R,Lynn Jenkins,157
Shawnee,22 Little Muddy Creek,Congress 2,CD2,R,Lynn Jenkins,181
Shawnee,24 Sac,Congress 2,CD2,R,Lynn Jenkins,272
Shawnee,25 Sherman,Congress 2,CD2,R,Lynn Jenkins,245
Shawnee,26 Iroquois,Congress 2,CD2,R,Lynn Jenkins,242
Shawnee,28 West Wichita,Congress 2,CD2,R,Lynn Jenkins,211
Shawnee,29 Indianola,Congress 2,CD2,R,Lynn Jenkins,290
Shawnee,30 Apache,Congress 2,CD2,R,Lynn Jenkins,247
Shawnee,31 East Wichita,Congress 2,CD2,R,Lynn Jenkins,361
Shawnee,32 Fox,Congress 2,CD2,R,Lynn Jenkins,265
Shawnee,33 Elmont,Congress 2,CD2,R,Lynn Jenkins,343
Shawnee,34 Kilmer,Congress 2,CD2,R,Lynn Jenkins,77
Shawnee,35 Rochester,Congress 2,CD2,R,Lynn Jenkins,232
Shawnee,36 East Soldier,Congress 2,CD2,R,Lynn Jenkins,252
Shawnee,37 Whitfield,Congress 2,CD2,R,Lynn Jenkins,179
Shawnee,38 Sioux,Congress 2,CD2,R,Lynn Jenkins,218
Shawnee,39 Pottawatomie,Congress 2,CD2,R,Lynn Jenkins,253
Shawnee,40 Stinson Creek,Congress 2,CD2,R,Lynn Jenkins,88
Shawnee,41 North Tecumseh,Congress 2,CD2,R,Lynn Jenkins,188
Shawnee,42 South Tecumseh,Congress 2,CD2,R,Lynn Jenkins,195
Shawnee,43 Pawnee,Congress 2,CD2,R,Lynn Jenkins,320
Shawnee,44 Kaw,Congress 2,CD2,R,Lynn Jenkins,231
Shawnee,45 Peck,Congress 2,CD2,R,Lynn Jenkins,156
Shawnee,46 East Peck,Congress 2,CD2,R,Lynn Jenkins,175
Shawnee,47 Kiowa,Congress 2,CD2,R,Lynn Jenkins,318
Shawnee,48 Cheyenne,Congress 2,CD2,R,Lynn Jenkins,223
Shawnee,49 Ponca,Congress 2,CD2,R,Lynn Jenkins,157
Shawnee,52 Deer Creek,Congress 2,CD2,R,Lynn Jenkins,11
Shawnee,53 Pauline,Congress 2,CD2,R,Lynn Jenkins,94
Shawnee,54 West Potter,Congress 2,CD2,R,Lynn Jenkins,43
Shawnee,55 Central Pauline,Congress 2,CD2,R,Lynn Jenkins,33
Shawnee,56 NW Monmouth,Congress 2,CD2,R,Lynn Jenkins,351
Shawnee,57 NE Monmouth,Congress 2,CD2,R,Lynn Jenkins,251
Shawnee,58 S Monmouth,Congress 2,CD2,R,Lynn Jenkins,346
Shawnee,62 Forbes,Congress 2,CD2,R,Lynn Jenkins,30
Shawnee,63 Montara,Congress 2,CD2,R,Lynn Jenkins,89
Shawnee,64 Cullen,Congress 2,CD2,R,Lynn Jenkins,136
Shawnee,65 Wakarusa,Congress 2,CD2,R,Lynn Jenkins,275
Shawnee,66 Kingston,Congress 2,CD2,R,Lynn Jenkins,77
Shawnee,72 City of Auburn,Congress 2,CD2,R,Lynn Jenkins,223
Shawnee,73 Meadowlark,Congress 2,CD2,R,Lynn Jenkins,383
Shawnee,74 Buffalo,Congress 2,CD2,R,Lynn Jenkins,250
Shawnee,80 Gaillardia,Congress 2,CD2,R,Lynn Jenkins,275
Shawnee,81 Dover,Congress 2,CD2,R,Lynn Jenkins,207
Shawnee,82 Willard,Congress 2,CD2,R,Lynn Jenkins,218
Shawnee,84 Yucca,Congress 2,CD2,R,Lynn Jenkins,61
Shawnee,85 Aldersgate,Congress 2,CD2,R,Lynn Jenkins,105
Shawnee,86 Sunflower,Congress 2,CD2,R,Lynn Jenkins,450
Shawnee,87 Washburn,Congress 2,CD2,R,Lynn Jenkins,218
Shawnee,89 North Mission,Congress 2,CD2,R,Lynn Jenkins,83
Shawnee,90 South Mission,Congress 2,CD2,R,Lynn Jenkins,195
Shawnee,91 Central Mission,Congress 2,CD2,R,Lynn Jenkins,347
Shawnee,92 Sherwood,Congress 2,CD2,R,Lynn Jenkins,217
Shawnee,93 South Sherwood,Congress 2,CD2,R,Lynn Jenkins,193
Shawnee,94 Indian Hills,Congress 2,CD2,R,Lynn Jenkins,217
Shawnee,95 York,Congress 2,CD2,R,Lynn Jenkins,267
Shawnee,96 Vaquero,Congress 2,CD2,R,Lynn Jenkins,189
Shawnee,97 York Outer,Congress 2,CD2,R,Lynn Jenkins,32
Shawnee,99 Verbena,Congress 2,CD2,R,Lynn Jenkins,44
Shawnee,1 East Rossville,Congress 2,CD2,D,Margie Wakefield,131
Shawnee,2 West Rossville,Congress 2,CD2,D,Margie Wakefield,82
Shawnee,9 East Silver Lake,Congress 2,CD2,D,Margie Wakefield,213
Shawnee,10 West Silver Lake,Congress 2,CD2,D,Margie Wakefield,143
Shawnee,12 Grove,Congress 2,CD2,D,Margie Wakefield,77
Shawnee,14 Kiro,Congress 2,CD2,D,Margie Wakefield,159
Shawnee,15 Messhoss Creek,Congress 2,CD2,D,Margie Wakefield,94
Shawnee,22 Little Muddy Creek,Congress 2,CD2,D,Margie Wakefield,105
Shawnee,24 Sac,Congress 2,CD2,D,Margie Wakefield,187
Shawnee,25 Sherman,Congress 2,CD2,D,Margie Wakefield,145
Shawnee,26 Iroquois,Congress 2,CD2,D,Margie Wakefield,154
Shawnee,28 West Wichita,Congress 2,CD2,D,Margie Wakefield,160
Shawnee,29 Indianola,Congress 2,CD2,D,Margie Wakefield,167
Shawnee,30 Apache,Congress 2,CD2,D,Margie Wakefield,145
Shawnee,31 East Wichita,Congress 2,CD2,D,Margie Wakefield,235
Shawnee,32 Fox,Congress 2,CD2,D,Margie Wakefield,167
Shawnee,33 Elmont,Congress 2,CD2,D,Margie Wakefield,223
Shawnee,34 Kilmer,Congress 2,CD2,D,Margie Wakefield,38
Shawnee,35 Rochester,Congress 2,CD2,D,Margie Wakefield,168
Shawnee,36 East Soldier,Congress 2,CD2,D,Margie Wakefield,207
Shawnee,37 Whitfield,Congress 2,CD2,D,Margie Wakefield,135
Shawnee,38 Sioux,Congress 2,CD2,D,Margie Wakefield,139
Shawnee,39 Pottawatomie,Congress 2,CD2,D,Margie Wakefield,189
Shawnee,40 Stinson Creek,Congress 2,CD2,D,Margie Wakefield,67
Shawnee,41 North Tecumseh,Congress 2,CD2,D,Margie Wakefield,156
Shawnee,42 South Tecumseh,Congress 2,CD2,D,Margie Wakefield,160
Shawnee,43 Pawnee,Congress 2,CD2,D,Margie Wakefield,176
Shawnee,44 Kaw,Congress 2,CD2,D,Margie Wakefield,190
Shawnee,45 Peck,Congress 2,CD2,D,Margie Wakefield,129
Shawnee,46 East Peck,Congress 2,CD2,D,Margie Wakefield,97
Shawnee,47 Kiowa,Congress 2,CD2,D,Margie Wakefield,272
Shawnee,48 Cheyenne,Congress 2,CD2,D,Margie Wakefield,185
Shawnee,49 Ponca,Congress 2,CD2,D,Margie Wakefield,116
Shawnee,52 Deer Creek,Congress 2,CD2,D,Margie Wakefield,8
Shawnee,53 Pauline,Congress 2,CD2,D,Margie Wakefield,79
Shawnee,54 West Potter,Congress 2,CD2,D,Margie Wakefield,17
Shawnee,55 Central Pauline,Congress 2,CD2,D,Margie Wakefield,31
Shawnee,56 NW Monmouth,Congress 2,CD2,D,Margie Wakefield,192
Shawnee,57 NE Monmouth,Congress 2,CD2,D,Margie Wakefield,192
Shawnee,58 S Monmouth,Congress 2,CD2,D,Margie Wakefield,207
Shawnee,62 Forbes,Congress 2,CD2,D,Margie Wakefield,18
Shawnee,63 Montara,Congress 2,CD2,D,Margie Wakefield,96
Shawnee,64 Cullen,Congress 2,CD2,D,Margie Wakefield,118
Shawnee,65 Wakarusa,Congress 2,CD2,D,Margie Wakefield,140
Shawnee,66 Kingston,Congress 2,CD2,D,Margie Wakefield,38
Shawnee,72 City of Auburn,Congress 2,CD2,D,Margie Wakefield,141
Shawnee,73 Meadowlark,Congress 2,CD2,D,Margie Wakefield,171
Shawnee,74 Buffalo,Congress 2,CD2,D,Margie Wakefield,122
Shawnee,80 Gaillardia,Congress 2,CD2,D,Margie Wakefield,127
Shawnee,81 Dover,Congress 2,CD2,D,Margie Wakefield,110
Shawnee,82 Willard,Congress 2,CD2,D,Margie Wakefield,109
Shawnee,84 Yucca,Congress 2,CD2,D,Margie Wakefield,41
Shawnee,85 Aldersgate,Congress 2,CD2,D,Margie Wakefield,101
Shawnee,86 Sunflower,Congress 2,CD2,D,Margie Wakefield,204
Shawnee,87 Washburn,Congress 2,CD2,D,Margie Wakefield,115
Shawnee,89 North Mission,Congress 2,CD2,D,Margie Wakefield,32
Shawnee,90 South Mission,Congress 2,CD2,D,Margie Wakefield,116
Shawnee,91 Central Mission,Congress 2,CD2,D,Margie Wakefield,173
Shawnee,92 Sherwood,Congress 2,CD2,D,Margie Wakefield,142
Shawnee,93 South Sherwood,Congress 2,CD2,D,Margie Wakefield,97
Shawnee,94 Indian Hills,Congress 2,CD2,D,Margie Wakefield,150
Shawnee,95 York,Congress 2,CD2,D,Margie Wakefield,148
Shawnee,96 Vaquero,Congress 2,CD2,D,Margie Wakefield,123
Shawnee,97 York Outer,Congress 2,CD2,D,Margie Wakefield,18
Shawnee,99 Verbena,Congress 2,CD2,D,Margie Wakefield,27
Shawnee,1 East Rossville,Congress 2,CD2,L,Chris Clemmons,28
Shawnee,2 West Rossville,Congress 2,CD2,L,Chris Clemmons,18
Shawnee,9 East Silver Lake,Congress 2,CD2,L,Chris Clemmons,13
Shawnee,10 West Silver Lake,Congress 2,CD2,L,Chris Clemmons,17
Shawnee,12 Grove,Congress 2,CD2,L,Chris Clemmons,14
Shawnee,14 Kiro,Congress 2,CD2,L,Chris Clemmons,16
Shawnee,15 Messhoss Creek,Congress 2,CD2,L,Chris Clemmons,17
Shawnee,22 Little Muddy Creek,Congress 2,CD2,L,Chris Clemmons,7
Shawnee,24 Sac,Congress 2,CD2,L,Chris Clemmons,27
Shawnee,25 Sherman,Congress 2,CD2,L,Chris Clemmons,22
Shawnee,26 Iroquois,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,28 West Wichita,Congress 2,CD2,L,Chris Clemmons,12
Shawnee,29 Indianola,Congress 2,CD2,L,Chris Clemmons,8
Shawnee,30 Apache,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,31 East Wichita,Congress 2,CD2,L,Chris Clemmons,23
Shawnee,32 Fox,Congress 2,CD2,L,Chris Clemmons,22
Shawnee,33 Elmont,Congress 2,CD2,L,Chris Clemmons,28
Shawnee,34 Kilmer,Congress 2,CD2,L,Chris Clemmons,7
Shawnee,35 Rochester,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,36 East Soldier,Congress 2,CD2,L,Chris Clemmons,13
Shawnee,37 Whitfield,Congress 2,CD2,L,Chris Clemmons,27
Shawnee,38 Sioux,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,39 Pottawatomie,Congress 2,CD2,L,Chris Clemmons,14
Shawnee,40 Stinson Creek,Congress 2,CD2,L,Chris Clemmons,2
Shawnee,41 North Tecumseh,Congress 2,CD2,L,Chris Clemmons,17
Shawnee,42 South Tecumseh,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,43 Pawnee,Congress 2,CD2,L,Chris Clemmons,26
Shawnee,44 Kaw,Congress 2,CD2,L,Chris Clemmons,12
Shawnee,45 Peck,Congress 2,CD2,L,Chris Clemmons,9
Shawnee,46 East Peck,Congress 2,CD2,L,Chris Clemmons,6
Shawnee,47 Kiowa,Congress 2,CD2,L,Chris Clemmons,18
Shawnee,48 Cheyenne,Congress 2,CD2,L,Chris Clemmons,20
Shawnee,49 Ponca,Congress 2,CD2,L,Chris Clemmons,8
Shawnee,52 Deer Creek,Congress 2,CD2,L,Chris Clemmons,1
Shawnee,53 Pauline,Congress 2,CD2,L,Chris Clemmons,5
Shawnee,54 West Potter,Congress 2,CD2,L,Chris Clemmons,1
Shawnee,55 Central Pauline,Congress 2,CD2,L,Chris Clemmons,7
Shawnee,56 NW Monmouth,Congress 2,CD2,L,Chris Clemmons,25
Shawnee,57 NE Monmouth,Congress 2,CD2,L,Chris Clemmons,9
Shawnee,58 S Monmouth,Congress 2,CD2,L,Chris Clemmons,28
Shawnee,62 Forbes,Congress 2,CD2,L,Chris Clemmons,1
Shawnee,63 Montara,Congress 2,CD2,L,Chris Clemmons,23
Shawnee,64 Cullen,Congress 2,CD2,L,Chris Clemmons,21
Shawnee,65 Wakarusa,Congress 2,CD2,L,Chris Clemmons,27
Shawnee,66 Kingston,Congress 2,CD2,L,Chris Clemmons,2
Shawnee,72 City of Auburn,Congress 2,CD2,L,Chris Clemmons,23
Shawnee,73 Meadowlark,Congress 2,CD2,L,Chris Clemmons,23
Shawnee,74 Buffalo,Congress 2,CD2,L,Chris Clemmons,22
Shawnee,80 Gaillardia,Congress 2,CD2,L,Chris Clemmons,13
Shawnee,81 Dover,Congress 2,CD2,L,Chris Clemmons,8
Shawnee,82 Willard,Congress 2,CD2,L,Chris Clemmons,16
Shawnee,84 Yucca,Congress 2,CD2,L,Chris Clemmons,7
Shawnee,85 Aldersgate,Congress 2,CD2,L,Chris Clemmons,3
Shawnee,86 Sunflower,Congress 2,CD2,L,Chris Clemmons,15
Shawnee,87 Washburn,Congress 2,CD2,L,Chris Clemmons,12
Shawnee,89 North Mission,Congress 2,CD2,L,Chris Clemmons,4
Shawnee,90 South Mission,Congress 2,CD2,L,Chris Clemmons,12
Shawnee,91 Central Mission,Congress 2,CD2,L,Chris Clemmons,14
Shawnee,92 Sherwood,Congress 2,CD2,L,Chris Clemmons,12
Shawnee,93 South Sherwood,Congress 2,CD2,L,Chris Clemmons,10
Shawnee,94 Indian Hills,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,95 York,Congress 2,CD2,L,Chris Clemmons,19
Shawnee,96 Vaquero,Congress 2,CD2,L,Chris Clemmons,13
Shawnee,97 York Outer,Congress 2,CD2,L,Chris Clemmons,2
Shawnee,99 Verbena,Congress 2,CD2,L,Chris Clemmons,4
Shawnee,1 East Rossville,Governor,,R,Sam Brownback,190
Shawnee,2 West Rossville,Governor,,R,Sam Brownback,181
Shawnee,9 East Silver Lake,Governor,,R,Sam Brownback,187
Shawnee,10 West Silver Lake,Governor,,R,Sam Brownback,125
Shawnee,12 Grove,Governor,,R,Sam Brownback,145
Shawnee,14 Kiro,Governor,,R,Sam Brownback,237
Shawnee,15 Messhoss Creek,Governor,,R,Sam Brownback,125
Shawnee,22 Little Muddy Creek,Governor,,R,Sam Brownback,140
Shawnee,24 Sac,Governor,,R,Sam Brownback,206
Shawnee,25 Sherman,Governor,,R,Sam Brownback,178
Shawnee,26 Iroquois,Governor,,R,Sam Brownback,170
Shawnee,28 West Wichita,Governor,,R,Sam Brownback,161
Shawnee,29 Indianola,Governor,,R,Sam Brownback,203
Shawnee,30 Apache,Governor,,R,Sam Brownback,192
Shawnee,31 East Wichita,Governor,,R,Sam Brownback,262
Shawnee,32 Fox,Governor,,R,Sam Brownback,218
Shawnee,33 Elmont,Governor,,R,Sam Brownback,258
Shawnee,34 Kilmer,Governor,,R,Sam Brownback,66
Shawnee,35 Rochester,Governor,,R,Sam Brownback,177
Shawnee,36 East Soldier,Governor,,R,Sam Brownback,184
Shawnee,37 Whitfield,Governor,,R,Sam Brownback,135
Shawnee,38 Sioux,Governor,,R,Sam Brownback,162
Shawnee,39 Pottawatomie,Governor,,R,Sam Brownback,205
Shawnee,40 Stinson Creek,Governor,,R,Sam Brownback,58
Shawnee,41 North Tecumseh,Governor,,R,Sam Brownback,139
Shawnee,42 South Tecumseh,Governor,,R,Sam Brownback,147
Shawnee,43 Pawnee,Governor,,R,Sam Brownback,256
Shawnee,44 Kaw,Governor,,R,Sam Brownback,182
Shawnee,45 Peck,Governor,,R,Sam Brownback,116
Shawnee,46 East Peck,Governor,,R,Sam Brownback,131
Shawnee,47 Kiowa,Governor,,R,Sam Brownback,230
Shawnee,48 Cheyenne,Governor,,R,Sam Brownback,151
Shawnee,49 Ponca,Governor,,R,Sam Brownback,118
Shawnee,52 Deer Creek,Governor,,R,Sam Brownback,8
Shawnee,53 Pauline,Governor,,R,Sam Brownback,64
Shawnee,54 West Potter,Governor,,R,Sam Brownback,38
Shawnee,55 Central Pauline,Governor,,R,Sam Brownback,29
Shawnee,56 NW Monmouth,Governor,,R,Sam Brownback,273
Shawnee,57 NE Monmouth,Governor,,R,Sam Brownback,191
Shawnee,58 S Monmouth,Governor,,R,Sam Brownback,261
Shawnee,62 Forbes,Governor,,R,Sam Brownback,26
Shawnee,63 Montara,Governor,,R,Sam Brownback,74
Shawnee,64 Cullen,Governor,,R,Sam Brownback,94
Shawnee,65 Wakarusa,Governor,,R,Sam Brownback,208
Shawnee,66 Kingston,Governor,,R,Sam Brownback,61
Shawnee,72 City of Auburn,Governor,,R,Sam Brownback,172
Shawnee,73 Meadowlark,Governor,,R,Sam Brownback,317
Shawnee,74 Buffalo,Governor,,R,Sam Brownback,205
Shawnee,80 Gaillardia,Governor,,R,Sam Brownback,217
Shawnee,81 Dover,Governor,,R,Sam Brownback,168
Shawnee,82 Willard,Governor,,R,Sam Brownback,176
Shawnee,84 Yucca,Governor,,R,Sam Brownback,51
Shawnee,85 Aldersgate,Governor,,R,Sam Brownback,82
Shawnee,86 Sunflower,Governor,,R,Sam Brownback,358
Shawnee,87 Washburn,Governor,,R,Sam Brownback,183
Shawnee,89 North Mission,Governor,,R,Sam Brownback,75
Shawnee,90 South Mission,Governor,,R,Sam Brownback,156
Shawnee,91 Central Mission,Governor,,R,Sam Brownback,277
Shawnee,92 Sherwood,Governor,,R,Sam Brownback,174
Shawnee,93 South Sherwood,Governor,,R,Sam Brownback,151
Shawnee,94 Indian Hills,Governor,,R,Sam Brownback,154
Shawnee,95 York,Governor,,R,Sam Brownback,217
Shawnee,96 Vaquero,Governor,,R,Sam Brownback,146
Shawnee,97 York Outer,Governor,,R,Sam Brownback,26
Shawnee,99 Verbena,Governor,,R,Sam Brownback,38
Shawnee,1 East Rossville,Governor,,D,Paul Davis,208
Shawnee,2 West Rossville,Governor,,D,Paul Davis,120
Shawnee,9 East Silver Lake,Governor,,D,Paul Davis,295
Shawnee,10 West Silver Lake,Governor,,D,Paul Davis,215
Shawnee,12 Grove,Governor,,D,Paul Davis,136
Shawnee,14 Kiro,Governor,,D,Paul Davis,214
Shawnee,15 Messhoss Creek,Governor,,D,Paul Davis,134
Shawnee,22 Little Muddy Creek,Governor,,D,Paul Davis,140
Shawnee,24 Sac,Governor,,D,Paul Davis,261
Shawnee,25 Sherman,Governor,,D,Paul Davis,211
Shawnee,26 Iroquois,Governor,,D,Paul Davis,237
Shawnee,28 West Wichita,Governor,,D,Paul Davis,207
Shawnee,29 Indianola,Governor,,D,Paul Davis,245
Shawnee,30 Apache,Governor,,D,Paul Davis,205
Shawnee,31 East Wichita,Governor,,D,Paul Davis,342
Shawnee,32 Fox,Governor,,D,Paul Davis,214
Shawnee,33 Elmont,Governor,,D,Paul Davis,312
Shawnee,34 Kilmer,Governor,,D,Paul Davis,55
Shawnee,35 Rochester,Governor,,D,Paul Davis,219
Shawnee,36 East Soldier,Governor,,D,Paul Davis,267
Shawnee,37 Whitfield,Governor,,D,Paul Davis,191
Shawnee,38 Sioux,Governor,,D,Paul Davis,190
Shawnee,39 Pottawatomie,Governor,,D,Paul Davis,238
Shawnee,40 Stinson Creek,Governor,,D,Paul Davis,97
Shawnee,41 North Tecumseh,Governor,,D,Paul Davis,203
Shawnee,42 South Tecumseh,Governor,,D,Paul Davis,218
Shawnee,43 Pawnee,Governor,,D,Paul Davis,248
Shawnee,44 Kaw,Governor,,D,Paul Davis,242
Shawnee,45 Peck,Governor,,D,Paul Davis,174
Shawnee,46 East Peck,Governor,,D,Paul Davis,140
Shawnee,47 Kiowa,Governor,,D,Paul Davis,364
Shawnee,48 Cheyenne,Governor,,D,Paul Davis,255
Shawnee,49 Ponca,Governor,,D,Paul Davis,160
Shawnee,52 Deer Creek,Governor,,D,Paul Davis,10
Shawnee,53 Pauline,Governor,,D,Paul Davis,106
Shawnee,54 West Potter,Governor,,D,Paul Davis,21
Shawnee,55 Central Pauline,Governor,,D,Paul Davis,33
Shawnee,56 NW Monmouth,Governor,,D,Paul Davis,284
Shawnee,57 NE Monmouth,Governor,,D,Paul Davis,254
Shawnee,58 S Monmouth,Governor,,D,Paul Davis,303
Shawnee,62 Forbes,Governor,,D,Paul Davis,21
Shawnee,63 Montara,Governor,,D,Paul Davis,121
Shawnee,64 Cullen,Governor,,D,Paul Davis,161
Shawnee,65 Wakarusa,Governor,,D,Paul Davis,211
Shawnee,66 Kingston,Governor,,D,Paul Davis,49
Shawnee,72 City of Auburn,Governor,,D,Paul Davis,189
Shawnee,73 Meadowlark,Governor,,D,Paul Davis,235
Shawnee,74 Buffalo,Governor,,D,Paul Davis,162
Shawnee,80 Gaillardia,Governor,,D,Paul Davis,193
Shawnee,81 Dover,Governor,,D,Paul Davis,142
Shawnee,82 Willard,Governor,,D,Paul Davis,153
Shawnee,84 Yucca,Governor,,D,Paul Davis,56
Shawnee,85 Aldersgate,Governor,,D,Paul Davis,118
Shawnee,86 Sunflower,Governor,,D,Paul Davis,298
Shawnee,87 Washburn,Governor,,D,Paul Davis,155
Shawnee,89 North Mission,Governor,,D,Paul Davis,43
Shawnee,90 South Mission,Governor,,D,Paul Davis,147
Shawnee,91 Central Mission,Governor,,D,Paul Davis,239
Shawnee,92 Sherwood,Governor,,D,Paul Davis,190
Shawnee,93 South Sherwood,Governor,,D,Paul Davis,146
Shawnee,94 Indian Hills,Governor,,D,Paul Davis,220
Shawnee,95 York,Governor,,D,Paul Davis,212
Shawnee,96 Vaquero,Governor,,D,Paul Davis,160
Shawnee,97 York Outer,Governor,,D,Paul Davis,24
Shawnee,99 Verbena,Governor,,D,Paul Davis,34
Shawnee,1 East Rossville,Governor,,L,Keen Umbehr,25
Shawnee,2 West Rossville,Governor,,L,Keen Umbehr,15
Shawnee,9 East Silver Lake,Governor,,L,Keen Umbehr,17
Shawnee,10 West Silver Lake,Governor,,L,Keen Umbehr,16
Shawnee,12 Grove,Governor,,L,Keen Umbehr,12
Shawnee,14 Kiro,Governor,,L,Keen Umbehr,19
Shawnee,15 Messhoss Creek,Governor,,L,Keen Umbehr,12
Shawnee,22 Little Muddy Creek,Governor,,L,Keen Umbehr,12
Shawnee,24 Sac,Governor,,L,Keen Umbehr,20
Shawnee,25 Sherman,Governor,,L,Keen Umbehr,26
Shawnee,26 Iroquois,Governor,,L,Keen Umbehr,10
Shawnee,28 West Wichita,Governor,,L,Keen Umbehr,17
Shawnee,29 Indianola,Governor,,L,Keen Umbehr,16
Shawnee,30 Apache,Governor,,L,Keen Umbehr,13
Shawnee,31 East Wichita,Governor,,L,Keen Umbehr,19
Shawnee,32 Fox,Governor,,L,Keen Umbehr,21
Shawnee,33 Elmont,Governor,,L,Keen Umbehr,25
Shawnee,34 Kilmer,Governor,,L,Keen Umbehr,5
Shawnee,35 Rochester,Governor,,L,Keen Umbehr,22
Shawnee,36 East Soldier,Governor,,L,Keen Umbehr,19
Shawnee,37 Whitfield,Governor,,L,Keen Umbehr,15
Shawnee,38 Sioux,Governor,,L,Keen Umbehr,25
Shawnee,39 Pottawatomie,Governor,,L,Keen Umbehr,15
Shawnee,40 Stinson Creek,Governor,,L,Keen Umbehr,2
Shawnee,41 North Tecumseh,Governor,,L,Keen Umbehr,19
Shawnee,42 South Tecumseh,Governor,,L,Keen Umbehr,8
Shawnee,43 Pawnee,Governor,,L,Keen Umbehr,14
Shawnee,44 Kaw,Governor,,L,Keen Umbehr,11
